customer_id,umur,penghasilan_juta,spending_score,segment_label
fe9eefcf-c70f-4d1d-8e9a-6bd3b8ce5d79,53,24.74,7.45,high
1e1a6f75-2c33-4d56-a443-39374d61ac44,25,1.81,2.66,low
338b3406-7248-4712-b432-bd1ee96fe66a,19,3.99,3.92,low
aacf503e-01c8-4803-af62-a3cb3a38e27d,34,7.4,7.14,middle
1341ebff-2b8c-4743-9c70-2ed1318a4e0c,50,18.92,7.29,high
fe039740-4eef-4e48-b507-5eba3b9e79c1,57,20.69,7.2,high
a37368d8-03ba-445e-a5f3-f07dc3c63bae,19,1.57,2.37,low
68faeb56-7985-4404-9c60-dadc8969e11b,28,3.9,4.72,low
690e2d53-d856-403e-a255-4d9a0c940ba2,42,21.77,8.66,high
456fe486-b5c4-4a2e-bd6e-7579b80f0e81,42,7.98,5.85,middle
62e36d9e-00d1-4496-96a5-b880632f5cbb,45,6.29,6.56,middle
faaeb860-afd9-4bf4-bb7d-db8114c3302c,37,5.2,6.46,middle
2e55e349-af26-4854-98af-99cb0a196866,25,3.28,2.56,low
13d708ad-b702-4802-b0b8-b1953f768e2f,41,16.5,9.26,high
ce1e1da0-476e-4e9e-9b53-4bacb63975e7,27,1.81,4.49,low
d34a5e17-aa9b-431d-94e9-3a790e3a782c,23,2.48,2.83,low
5a227b44-7929-45fe-8785-5bc9d058dee2,40,8.69,6.56,middle
8618115c-15df-4ad7-877c-f267daae4ac7,47,23.39,8.76,high
e911afa3-de57-4caa-a502-d82488602624,36,10.92,6.47,middle
a63d5ffb-c3d9-418d-8d67-0f29237c06d5,57,26.61,9.76,high
3ba0061e-cf0d-4506-b91d-c3edd5eda4a7,37,24.43,7.94,high
d0170cee-1b5e-4065-8ad6-286a6ba6e4a5,22,1.85,2.49,low
1f04d0ad-6489-47b2-a9e6-76bc2c806dc3,26,2.67,3.39,low
c5202b9e-6709-45df-b1d3-6d344f761d3e,47,20.19,8.46,high
191edf79-9dd4-442b-8528-d0213c268ef5,57,28.63,9.79,high
82788773-bef5-40aa-a749-3f85fa3fe670,26,2.0,2.16,low
40189a04-fb3e-4c4e-83c0-278d7d514a55,23,4.03,3.48,low
bf5d0810-c986-4082-845f-4019406de0a7,25,8.39,4.78,middle
a564c40f-202d-4505-aa1c-cc9a135dd4ed,42,8.54,5.98,middle
9f12aac0-7af7-40a0-aa8c-a04d70ba5a15,50,20.07,9.52,high
6f62fa10-4a84-4e63-91d0-243099286236,30,5.58,4.12,middle
9a067f44-3a76-4dd4-bf4b-acca1e1e055b,22,1.6,1.9,low
0e8de850-0021-4375-a01f-fdc6e55c64d6,30,10.47,6.26,middle
9847f857-9ea2-4a4a-9436-5fcdfbdb598d,42,8.58,6.29,middle
700b0b6e-884d-4da6-86e5-a4ac497e2805,42,10.76,5.47,middle
cc60dc74-01f6-46ce-aaba-d7717a7318b3,25,3.14,4.96,low
4982e35e-3385-4618-9a33-57c3e67a6b22,28,3.75,2.19,low
f25db70e-ffdb-473b-9f62-6f1974625d6a,25,2.29,4.45,low
59a5f743-551c-4d48-b2ac-044112addaa8,25,4.1,1.47,low
41e395cb-fafc-44cc-a1e6-0d5bbdb3c880,21,3.93,3.35,low
e335aeb3-5846-44db-84ab-e3168c882a4f,44,9.43,4.66,middle
60831e00-f0c1-47bc-9928-494704fc12f2,21,3.94,4.22,low
3f1d9203-86ef-405a-abc9-02f760e4bd03,46,22.05,8.79,high
03ec7197-7b2b-4e25-88dc-f3b0937a0015,23,4.44,2.17,low
c4fad9dc-96d7-4f62-a8ae-ec2f99548293,43,29.19,8.54,high
ef2b7ad7-6775-4394-9b99-5b35c731a0ec,61,14.62,9.89,high
dfcccb41-0353-43fb-9cdf-c9354ae3ce5a,26,11.95,7.47,middle
10dfe4c8-ed75-4618-b418-217e55829a89,20,2.25,3.85,low
ced40c7f-fb9f-48e0-a8c5-ba34316aa4ea,28,2.68,1.57,low
78ff1939-f0d0-430c-828b-b549e0c89499,43,23.67,8.13,high
e78e48a1-736b-44b2-be9a-7f6096acedcc,28,3.88,4.08,low
1a9d2c6e-dcbd-4d48-87f1-c77720b84a48,41,10.25,6.78,middle
fca4d9a6-2625-4572-b4cc-6795cf9c06cc,39,11.65,5.31,middle
14690476-04a8-4d13-9d14-d88af5aef94e,19,3.69,2.83,low
52e7a12f-1c15-4ee0-a0a2-0b20f9192dcc,57,19.09,7.19,high
e27bbb0b-7fb3-43f9-96c0-3d48041ce276,47,16.7,8.29,high
5cfeabf0-7987-4fa6-9871-575342e94c3d,25,2.31,4.31,low
cac8d3c1-0bc6-4bf3-bc53-63c9d35f3da0,42,9.05,6.26,middle
78d10a4b-7e59-4fe9-a9ea-9bbe97b0da4f,35,11.26,7.05,middle
63fbddc5-8385-4d59-811e-d6441a0df404,19,3.38,4.35,low
e3bcfafb-3571-4206-b63e-bc64a02fe700,19,4.29,1.63,low
fb4f5074-c9e4-4ed3-84c3-5d0d39138572,25,11.94,5.71,middle
fbe7e49b-e074-44a6-8003-f3158c5a7446,64,15.24,8.95,high
5b0d2ad1-c0fe-4e29-a0d3-0bc3a0fd0bca,22,1.78,2.44,low
1b7a3728-e273-4619-a0a2-7ac93b07e842,23,3.49,3.6,low
5f1493b1-3fa3-4357-a0cb-b692cbb738f5,24,3.38,3.9,low
7d246b33-9db4-446d-85de-54b991775cf5,24,3.47,3.81,low
ea111897-d5ed-463d-ada2-5d900d0b7165,21,2.93,1.53,low
56aec06d-71c7-4b71-a4cc-4aa511af82dd,26,3.54,1.04,low
0c71bb15-cc90-4ec0-ae87-25a6bfe7b7fe,45,26.89,9.96,high
e13ab004-cf43-4a73-a33f-9472b0ae3bd1,29,8.34,4.92,middle
51152364-1122-439a-8cda-a1ad7999d1ca,19,1.81,2.47,low
ae473578-6d34-441a-8767-7ed32ad7530b,29,7.68,7.25,middle
b255f618-c5d7-441a-9d5c-17a8ad096e85,28,4.48,1.57,low
94db9ead-89d1-4883-97ed-43c5fbbe060f,53,13.14,8.95,high
0fb3e7e4-adc7-4d29-a12c-228159d073d2,36,10.06,6.51,middle
e591b46e-90c7-4367-88f4-be036f1775ac,24,3.35,2.77,low
5ced8ac4-8fb3-49de-aeb0-4dfcbb2f15d4,19,4.19,1.56,low
bdc337ba-c29e-43f0-9f59-a382c1d9b670,27,3.69,2.41,low
2bea6a45-3b08-46fd-b2e2-50b1f7ee6674,35,10.54,4.99,middle
3f1f6efb-3383-4e3c-83e1-4a64cf122e4f,37,17.22,8.8,high
175ead2d-f311-4563-b2a7-f31b90b8a2c4,54,17.84,9.82,high
1c000fae-f9f9-42fb-9b28-a903ed98025b,28,4.13,1.82,low
673d7810-338d-4f0a-b0d9-3c0f052e2185,51,16.21,8.18,high
291ec86e-2967-4e20-8b80-f032e82d1800,36,26.32,9.38,high
84e3c075-1b70-4662-9fbe-0108bf67eeef,25,2.66,1.96,low
07b03d3e-4049-41b0-ac5a-723a3a06cbd8,54,14.21,9.67,high
6a285dc1-ec6b-4c9c-8dd7-6b30527ba545,23,4.3,1.53,low
f32c2f31-4b01-46a9-bbb7-999dfd69bafd,48,19.21,9.05,high
d87a74a9-5454-4197-927f-26ed16a9728f,27,5.12,4.27,middle
b0a3ce63-8383-4cc9-8e4d-781f68a9777a,31,5.28,4.24,middle
0930fe93-2b60-40a8-abbf-902e620a77be,41,7.01,6.85,middle
684c2f15-806e-40e2-8a1b-32fd7c8e64c2,38,9.91,4.33,middle
fb5a28d3-5263-41cc-b23a-7a266ca71929,52,23.47,7.83,high
e1aeabad-7a2a-492b-94dd-edfc14b0bd95,27,8.58,4.81,middle
78948da1-de6c-4f70-9369-afe9edf2311f,26,2.48,3.35,low
f79aabdd-9bf4-4700-b9a7-6978cd90070f,56,23.93,7.93,high
6f4e064a-fb32-46f7-ad4a-c1553c53d415,32,5.41,4.34,middle
d4b592a1-d2ea-4f21-8959-892f4a05f470,28,8.17,6.44,middle
9a026d4b-d9e5-4088-b5e8-7d481e6ddb9f,30,5.84,6.83,middle
0e210508-bccd-4c87-b2d6-545cf1e5867c,35,15.79,9.86,high
4e6af19c-f281-4331-a6d5-671088b311da,51,26.31,9.16,high
2c03107f-0f88-4475-be5e-0224f2fd02d3,23,1.88,4.12,low
c28d6b9c-950e-4266-a551-557ddfdb4d87,28,10.4,4.12,middle
71e94897-3b13-40ea-a29a-423e29d562b5,33,8.67,5.05,middle
0519b0a6-4360-4e33-b083-f3a070e078a3,55,14.31,8.37,high
e6441a61-d976-4549-8a9c-e7ca59cd7749,26,8.5,6.27,middle
3d0598d6-5fad-4b90-b493-e6c7a60b34c3,30,6.79,4.41,middle
dab8dd34-b963-4b20-b800-d2a8bed8bcd9,56,25.29,7.69,high
28d23b14-c678-41c6-a0b2-1acafef51f1a,35,13.75,9.59,high
57bccfa1-d73a-4c60-b215-7868a849cebd,18,2.92,2.53,low
d6cbec83-6048-49ba-8656-402dba4549b8,20,4.29,4.43,low
4d0a27cb-bb35-438c-b2ce-4f9494a1fe54,60,28.54,9.22,high
ec9303c1-1145-4eac-a76a-781b7d4768cd,32,7.25,5.67,middle
b4cb561e-7d74-49d5-8635-86a02bf476d8,45,17.61,7.23,high
828b363f-e426-4810-b9d9-75085877eafc,28,8.51,7.61,middle
3e028092-2270-4d9b-ad65-383f4e214e03,21,3.91,4.93,low
e465107b-2e06-455c-8890-4261e064f8e2,27,11.14,7.46,middle
b81fcd86-df14-4827-a6b5-341862244151,35,5.6,5.83,middle
db206998-c140-422f-9961-6494e12f0c1a,31,7.04,7.14,middle
beff399f-3868-4bc0-bbc2-f5bab5499b3d,54,17.12,8.1,high
b0d0f1eb-b4b3-4c0d-a79f-519156e357e2,31,10.13,6.19,middle
fd545291-c435-4e88-a494-f36a9b5f8f23,20,1.52,2.64,low
546c784a-d159-4d4b-9d83-0c09eb76d80e,26,2.54,4.36,low
1817a3df-2ec9-4af3-9aff-fe7605ce7214,23,1.5,3.63,low
0ba599ab-ceab-4976-a0ee-798b3d70e84e,58,18.23,7.62,high
2e2c5e47-9468-49a5-be33-ed44c279ab6b,24,2.98,1.24,low
6d6cb4fc-9c6a-4feb-9607-20926f710e79,22,1.78,4.69,low
313fa7c3-21ee-4314-889e-c5e08db7dad1,48,24.91,8.12,high
9b400fc0-8fe9-4bc2-b088-91072ff5f3f0,37,22.87,8.52,high
9ef25bbc-dd1a-49f7-a245-6920d8e7e6f2,61,19.7,8.78,high
17f26059-5017-4270-bd3c-4b0dadef9cab,24,3.49,1.52,low
12e4b103-fe2c-420c-a210-1770764c8a9f,33,10.96,7.7,middle
433f39bc-1595-4325-9e42-1dfd9a5bba40,35,7.23,5.09,middle
0ef7c023-30d1-4515-b670-48f12eb03441,21,1.91,4.08,low
36109003-8fcf-43db-9057-b285054f5236,20,1.82,2.8,low
50c3f66c-5bcd-414e-8b25-0e43193f950a,38,5.85,5.43,middle
ee7faca9-da28-4288-8ef0-68980da0c992,25,2.42,2.06,low
fb7cf48c-8fcd-4b1c-afa2-31bc11732def,19,1.97,3.74,low
614e5d11-edc2-4a1c-8889-04a23aacac6a,57,23.26,7.65,high
089cc540-e19b-41ca-9705-ad3aa7ae0d1e,29,5.64,4.99,middle
413135b9-126b-47b6-9785-2e3d8249c062,37,8.59,6.71,middle
fca62f0e-140b-4610-806e-cf6f40f95d04,30,5.22,5.62,middle
b17db220-88ef-4126-993a-30b5bff34b91,42,10.24,5.0,middle
68df8c56-2cc1-4369-9f8c-4bb3a29a62a5,28,10.63,4.56,middle
ec217853-ef61-411a-8cad-a13ebf836d54,18,3.99,4.93,low
d0a0a336-58d7-4c3d-ab20-146c92814f0c,21,3.97,2.49,low
4cfcf1eb-651a-4303-b2d3-4c6173a8cb51,65,23.96,8.75,high
c2a8ab81-2abb-40b2-ade1-0e0388496cfa,27,5.15,4.26,middle
46def63e-86b0-4d7d-8d58-166db410b07b,49,26.76,7.28,high
3683ed79-8cc9-4d13-9643-0527a0ddebc4,28,5.3,5.84,middle
933a4c64-7017-42cd-8d5b-95f64ef88dc8,27,2.8,3.9,low
84e07a81-34f1-4051-92ae-3eff951b418c,25,7.68,5.71,middle
6c02192c-24bf-43b5-b51a-eb13228fa748,31,11.36,5.1,middle
54c6e733-0bc3-4e0b-a745-6ec82d51572e,29,5.24,6.48,middle
584d767b-6472-47b8-99f5-538b88fcb511,28,2.39,2.65,low
af7a0b55-fff5-4402-b385-49ff8f225280,50,14.04,7.84,high
423d3468-b845-4561-ab18-b6df9a26f7b3,24,2.1,4.54,low
16288416-c41c-4673-8038-27165e280da6,42,23.72,9.41,high
9ec76577-a0df-4f4e-b8f5-bc9b2e869b92,24,3.85,2.44,low
0bc31823-9fd9-47d7-b4fa-f4cb8f4a3a5d,60,21.24,9.74,high
5443d4ad-1b7a-4653-a0b2-d43bb4ed8a9e,45,19.6,7.54,high
7351ec0e-2eae-4e00-a0b6-55d77b47b8d8,44,6.53,7.58,middle
8eb5ee26-8f1e-45ca-b597-2a03c5301e8a,26,10.66,5.89,middle
c7b0c70b-620e-409c-bf4e-c07daff01b58,43,12.0,7.9,middle
14fe9ba0-f405-4c7c-8fcc-08e4ca6dd3a2,21,3.47,2.07,low
e532d724-cbed-4581-9c70-4d954adab684,36,25.99,9.84,high
3e6be5c3-b02b-45e1-b231-88ea954913d9,62,29.71,8.17,high
a6ceceb6-2871-470a-8b7e-6ff93c9bf96e,20,2.21,2.27,low
fc51dcfc-df67-417c-a4d3-bb5dc64b8de1,57,19.1,8.77,high
030329b4-c747-47e7-b0fe-ed69605dbb6a,57,18.98,8.7,high
59c377a2-4ed5-4cbb-b258-2f4a8f8caee6,27,4.35,4.35,low
8e728c68-8f31-42b7-af85-e222bf9e0cc4,42,7.16,5.96,middle
4bce085f-54ed-438d-aa82-a53e56df130d,18,2.2,1.88,low
60d8466b-e8a4-4078-9055-3fde00a879dd,50,13.01,9.75,high
21cc81cc-3a14-4b3e-9fbc-cc70f488aaaf,20,2.52,1.71,low
6db6166d-9f8f-4148-a3d7-10a8e0add4b2,26,5.15,6.35,middle
86db485d-fd89-48be-aa0b-a081794ed5b6,19,4.04,4.44,low
7206aac4-076b-4eb3-91c9-0e1b21d74f21,23,3.61,3.65,low
376707bd-02bb-4581-bb86-622acc72c4ba,38,18.72,7.97,high
4f994477-978b-4ce5-8551-112ff8e8f86f,24,3.88,4.84,low
a5d004a6-46bd-4b8a-a96b-0c1935067363,45,15.96,9.91,high
7a4a5039-d254-4f1f-be84-8c7d101b3b48,63,28.79,9.36,high
1834227c-2874-48bb-a963-0756e452ff92,28,3.27,1.7,low
18b12504-59a9-4ae6-85b0-1bd383bbbefa,34,5.89,6.92,middle
387cc92c-e182-4127-ad85-a709c483ba10,65,22.74,9.55,high
b5c21c9c-9d79-4eaa-bcd9-09efbcf65e73,36,16.1,7.95,high
6b7bc38e-c3dd-441c-b2b9-8bfb1cd31e40,42,23.87,7.31,high
a8657268-4c75-4ac8-9bbd-692d62abee48,29,7.32,4.31,middle
6d2a8e31-d03c-4f16-9497-2ed366a13b3c,35,6.18,7.54,middle
4458842c-94bb-4eeb-a7a4-7533a2058526,28,3.42,4.55,low
e7df6ecc-4efc-4e97-9b49-c523fb6d85d0,25,6.86,5.0,middle
114d7ee6-6d2c-43d3-abac-beb6d010aeba,23,2.27,1.43,low
109c011c-c8eb-41ea-b49b-c7bdff262f63,18,2.66,3.93,low
16b473a1-bcd5-4016-b5fd-04bae4d466e4,24,2.98,2.51,low
d4f3ea0b-45d6-4076-8a4a-26cd9406980d,47,14.72,8.44,high
b76e84c1-9ab9-4553-9901-26c9f761ef46,55,25.89,7.68,high
b4c80696-7a55-42e2-9b4f-4ef02d9ae55b,27,10.59,4.13,middle
743b87d8-e6ac-43bc-9a33-b85989ed71ac,23,2.28,1.42,low
b6082a0c-25de-4daf-a247-ea34e1ce234d,30,11.22,4.64,middle
612ad2d9-bc55-48d2-8943-81e674d471cc,26,4.33,4.91,low
fdaf7e67-1058-42f0-b0d6-5441cfa940da,44,11.9,7.57,middle
7c5dbe46-6516-4d8e-8b09-e857c438549a,35,20.33,8.96,high
5e1c6d2d-748d-42cb-acc1-939381bdd1be,63,20.38,7.16,high
306f1c66-b67b-4566-a19b-25a9718895f5,31,11.82,5.64,middle
a325e845-f381-4081-b8c5-e7b1b164b317,58,28.73,8.62,high
68d8e176-04c1-4e98-b9bf-368aa06bc18b,44,18.06,7.29,high
b9f91714-1670-4528-a8ec-e0e9be7419e6,43,8.85,5.96,middle
80f2daed-e531-4361-94ec-040797c142ca,23,1.51,1.35,low
91e4b79e-8d42-4416-be93-70952fe8e2c0,55,23.2,7.6,high
a6e4ad72-28a4-474e-b431-c76d2acb9563,21,2.01,2.17,low
3cf33791-7fe1-4c39-bda5-b8d8f284968d,25,4.03,2.23,low
a2c575cb-f7f9-4231-bf60-485fd08ca0b2,40,8.42,6.64,middle
023333ee-287a-46ec-94e4-22c77f13c9f4,28,3.13,1.74,low
1e7fe530-2100-4b58-961c-3b08d77c9024,36,6.31,4.18,middle
097b1528-8031-4fcd-bee8-9a1223c08160,39,6.84,7.35,middle
0cbb47f3-fa24-4845-9a39-4adaf32ab659,36,15.57,9.09,high
62cb15f6-6a9f-4ee7-8ece-d80eac8bbcc0,19,3.5,4.23,low
368bb258-6542-4d5c-a40e-db130c81beb4,43,6.59,4.24,middle
116bd81d-ea0e-4599-9a1e-f1a78cad6fa3,41,7.93,6.14,middle
773a792f-67f5-410d-b3a4-3ce6c37e2e89,43,11.17,5.91,middle
e1eb985e-651f-409a-879f-c72ef026c9be,24,4.21,3.86,low
ac01caa8-fc30-472e-97df-f50a5fca6f82,53,28.31,9.4,high
f4dc302e-a4f1-47d4-a4ed-7b2bbb92a658,54,15.51,9.85,high
0b04cc03-c26a-44e9-9fe7-e8db153af563,30,11.64,4.67,middle
5c7f0958-0053-4e1c-ab12-8020f2eedf5e,21,1.88,2.69,low
7c9a328d-bcb1-4d28-891c-30f3565481ab,48,16.43,9.47,high
d397adf6-7806-41ec-938d-c0f5efc86260,27,2.27,4.64,low
c36be0da-c74a-4734-9610-38e13c39fbd7,19,2.66,2.59,low
79b23ca6-8043-43e2-8513-934853d93dc3,33,8.64,7.67,middle
1229262e-ef65-4878-9d62-d955f3bed0a7,27,3.26,4.13,low
50810cd9-feb9-43f7-9a74-bea97db90940,24,1.95,3.27,low
52ed006d-4df1-498f-a535-779400a19828,59,29.4,7.3,high
f15ce078-6a8f-449c-bb3f-54b408932551,27,3.84,4.14,low
afdb00a5-ac5f-4b50-9bb4-a013a51db927,63,18.85,8.23,high
e78e5509-0291-4e37-9c98-819038adcf4f,45,8.4,6.44,middle
93734c35-927d-4365-ae68-4f92fcce1eff,20,2.33,1.58,low
abdd250b-bd7f-457a-a1df-d12a14c4be13,56,24.79,7.12,high
bee2e458-39ab-4e6f-ab72-dffbec6affb4,32,5.35,5.9,middle
248bab28-69a9-41ee-bd9a-955899f439fd,36,5.14,7.27,middle
c76ad79c-268c-41cf-b66b-894056709032,34,6.96,5.97,middle
99bb6efb-7b69-4c14-954c-e4001f8607ed,56,14.67,9.61,high
4c983b0c-6ada-476c-bfee-d6ed9d3bdeb0,22,4.42,2.77,low
fcb97800-0501-4680-91a5-ffde482e64f9,33,10.1,6.42,middle
2961fb21-1406-4c65-87ca-8a2400c620dc,21,2.83,4.65,low
59740328-6c3a-4aad-b93f-2d5bd9d90944,40,10.32,7.47,middle
570017b0-5a04-4756-956f-e816ba0d04fa,26,3.87,1.26,low
9d072cb3-be08-445e-8e1d-c97a906640aa,51,19.86,9.34,high
67c3024e-102f-4d7a-b0f8-20630b0f8886,63,22.67,7.52,high
51ef8184-7c71-4feb-9417-bf7ea5867321,18,2.25,2.83,low
f7608ab1-e305-40d0-934e-1493a5a72757,31,6.92,7.29,middle
c90178f0-2370-435b-90a1-6fbe35a878bf,47,23.8,7.37,high
f075b60a-d055-49b6-9abe-6f5b7d8211be,21,2.62,3.38,low
4d841264-6767-4a4f-add6-c855f6d89cb5,25,3.26,2.4,low
46e8ad6f-5c14-4b2e-b1c6-090b1b4a0244,22,3.75,3.76,low
bd901d51-ab57-406f-a5dd-891114046204,25,7.71,4.65,middle
fcef62f0-1fbf-4668-9e8d-77a1c89edcb6,59,29.4,9.57,high
65d4ec73-7271-43c5-9e9c-7ea1aa120f20,42,24.52,7.81,high
54c42494-c171-412f-b3e1-cc15e31722a8,41,5.14,7.12,middle
3beaae02-6c54-4a1b-b8b7-257d273ca047,35,21.06,7.4,high
681b7055-874e-4d06-8748-ede49f2a9625,27,3.9,1.9,low
0d49b548-ba6c-4b5f-8799-0eabd658a799,60,29.03,9.14,high
5ef400cc-7133-4138-8810-77a6b33d2bf0,55,17.68,9.69,high
9a612094-071f-448c-b279-51cbfabb5e33,39,6.76,5.87,middle
1d4d2cb3-3ceb-471d-91ca-af33f4e691bf,51,27.01,8.19,high
d802f1e4-9684-4aa9-b3ae-8fa344d3cdb2,18,3.03,3.65,low
19e1427d-59d6-4c7c-9404-671049a8e66d,42,9.53,6.44,middle
bc7ce0c4-12b8-45f4-b9b8-cbdd21be96d2,28,8.37,5.35,middle
128a4efd-47d6-435c-8469-4c3bc90bcda0,45,7.28,5.11,middle
18751236-3fb0-42ed-ae6c-9c6aeaf2c0d2,57,29.19,8.95,high
ebd5793e-72c5-4b45-9cf8-3088875049b5,20,3.05,1.96,low
d83584d1-4897-4e84-8b18-205b40aff69b,27,2.71,2.28,low
25d32a13-0f03-42f6-b168-10d8eb8c8a31,18,3.47,4.99,low
34bfc221-0ccb-4bde-900f-c5a838e78646,38,7.83,6.95,middle
811de6f2-d154-4891-bb67-d5e8912cc925,57,29.91,9.45,high
81708e23-d892-473f-828f-405039976c13,32,9.8,6.55,middle
594468e3-2703-43de-8f7e-baa88b05d0c4,36,8.55,7.38,middle
e189b166-130d-4b0d-ad83-ce09a82356f5,63,22.49,7.88,high
c332f85c-15f5-47f2-8f99-d1f00eb6a983,29,10.19,6.9,middle
9ebcef60-d8ae-4022-882c-d6ae378c30ea,59,28.51,9.84,high
5f6905b7-3094-4218-8985-7c69d60893b6,45,5.63,5.42,middle
fadd4de8-5a23-4022-bba0-d2f5ba348577,62,18.22,9.36,high
3b5a8c33-19d7-469d-9818-f391ad1cbd8e,36,6.82,5.18,middle
c69cf9eb-626f-4b23-b322-7ef4bd5c16e3,25,1.66,3.54,low
de7fcb49-b49b-40f3-b985-e0b29213dab1,65,23.55,8.42,high
5fe51320-31cd-4cfb-90b0-72d6256713ee,26,1.86,3.72,low
82dd6317-fd51-439e-95cf-e0d0399abdbb,44,20.02,9.61,high
4c21dae9-ddf6-4b02-ba6c-de0918acda87,20,4.48,2.37,low
b8cc9891-77af-434f-934b-32c1b84bf4dc,63,28.41,8.37,high
117fb0d5-55ac-49c4-9e0b-1e510c188ce0,30,10.45,5.95,middle
cc33739e-40ea-485a-b962-81fecb0e234e,40,18.33,7.17,high
e314940a-fd0f-4e5a-9997-2b7fb4034cb6,33,6.47,7.09,middle
f65845a7-72c5-413c-a1dd-75330070306f,59,15.69,9.36,high
b1934f5f-6f3e-4074-b129-c931640b3998,20,3.34,3.53,low
22348d03-e49a-427a-b7da-0a646f1e07f9,38,11.76,5.53,middle
